"","x"
"1089","JENA.DE CERASTIUM FONTANUM"
"1090","JENA.DE CERASTIUM FONTANUM"
"1091","JENA.DE CERASTIUM FONTANUM"
"1092","JENA.DE CERASTIUM FONTANUM"
"1093","JENA.DE CERASTIUM FONTANUM"
"1094","JENA.DE CERASTIUM FONTANUM"
"1095","JENA.DE CERASTIUM FONTANUM"
"1096","JENA.DE CERASTIUM FONTANUM"
"1097","JENA.DE CERASTIUM FONTANUM"
"1098","JENA.DE CERASTIUM GLOMERATUM"
"1099","JENA.DE CERASTIUM GLOMERATUM"
"1100","JENA.DE CERASTIUM GLOMERATUM"
"1101","JENA.DE CERASTIUM GLOMERATUM"
"1102","JENA.DE STELLARIA MEDIA"
"1103","JENA.DE STELLARIA MEDIA"
"1104","JENA.DE STELLARIA MEDIA"
"1105","JENA.DE STELLARIA MEDIA"
"1106","JENA.DE STELLARIA MEDIA"
"1107","JENA.DE STELLARIA MEDIA"
"1108","JENA.DE STELLARIA MEDIA"
"1109","JENA.DE STELLARIA MEDIA"
"1110","JENA.DE TRIFOLIUM DUBIUM"
"1111","JENA.DE TRIFOLIUM REPENS"
"1112","JENA.DE TRIFOLIUM REPENS"
"1113","JENA.DE TRIFOLIUM REPENS"
"1114","JENA.DE TRIFOLIUM REPENS"
"1115","JENA.DE TRIFOLIUM REPENS"
"1116","JENA.DE TRIFOLIUM REPENS"
"1117","JENA.DE TRIFOLIUM REPENS"
"1118","JENA.DE TRIFOLIUM REPENS"
"1119","JENA.DE TRIFOLIUM REPENS"
"1120","JENA.DE TRIFOLIUM REPENS"
"1121","JENA.DE TRIFOLIUM REPENS"
"1122","JENA.DE TRIFOLIUM REPENS"
"1123","JENA.DE TRIFOLIUM REPENS"
"1124","JENA.DE GERANIUM DISSECTUM"
"1125","JENA.DE GERANIUM DISSECTUM"
"1126","JENA.DE GERANIUM DISSECTUM"
"1127","JENA.DE GERANIUM DISSECTUM"
"1128","JENA.DE GERANIUM PUSILLUM"
"1129","JENA.DE GERANIUM PUSILLUM"
"1130","JENA.DE GERANIUM PUSILLUM"
"1131","JENA.DE GERANIUM PUSILLUM"
"1132","JENA.DE GERANIUM PUSILLUM"
"1133","JENA.DE GERANIUM PUSILLUM"
"1134","JENA.DE GERANIUM PUSILLUM"
"1135","JENA.DE GERANIUM PUSILLUM"
"1136","JENA.DE GERANIUM PUSILLUM"
"1137","JENA.DE GERANIUM PUSILLUM"
"1138","JENA.DE GLECHOMA HEDERACEA"
"1139","JENA.DE DACTYLIS GLOMERATA"
"1140","JENA.DE DACTYLIS GLOMERATA"
"1141","JENA.DE DACTYLIS GLOMERATA"
"1142","JENA.DE DACTYLIS GLOMERATA"
"1143","JENA.DE DACTYLIS GLOMERATA"
"1144","JENA.DE DACTYLIS GLOMERATA"
"1145","JENA.DE DACTYLIS GLOMERATA"
"1146","JENA.DE DACTYLIS GLOMERATA"
"1147","JENA.DE ELYMUS REPENS"
"1148","JENA.DE ELYMUS REPENS"
"1149","JENA.DE LOLIUM PERENNE"
"1150","JENA.DE LOLIUM PERENNE"
"1151","JENA.DE LOLIUM PERENNE"
"1152","JENA.DE LOLIUM PERENNE"
"1153","JENA.DE LOLIUM PERENNE"
"1154","JENA.DE LOLIUM PERENNE"
"1155","JENA.DE LOLIUM PERENNE"
"1156","JENA.DE LOLIUM PERENNE"
"1157","JENA.DE LOLIUM PERENNE"
"1158","JENA.DE LOLIUM PERENNE"
"1159","JENA.DE LOLIUM PERENNE"
"1160","JENA.DE LOLIUM PERENNE"
"1161","JENA.DE LOLIUM PERENNE"
"1162","JENA.DE LOLIUM PERENNE"
"1163","JENA.DE LOLIUM PERENNE"
"1164","JENA.DE LOLIUM PERENNE"
"1165","JENA.DE LOLIUM PERENNE"
"1166","JENA.DE LOLIUM PERENNE"
"1167","JENA.DE LOLIUM PERENNE"
"1168","JENA.DE LOLIUM PERENNE"
"1169","JENA.DE LOLIUM PERENNE"
"1170","JENA.DE LOLIUM PERENNE"
"1171","JENA.DE LOLIUM PERENNE"
"1172","JENA.DE LOLIUM PERENNE"
"1173","JENA.DE PHLEUM PRATENSE"
"1174","JENA.DE PHLEUM PRATENSE"
"1175","JENA.DE POA PRATENSIS"
"1176","JENA.DE POA PRATENSIS"
"1177","JENA.DE POA PRATENSIS"
"1178","JENA.DE POA PRATENSIS"
"1179","JENA.DE POA PRATENSIS"
"1180","JENA.DE POA PRATENSIS"
"1181","JENA.DE POA PRATENSIS"
"1182","JENA.DE POA PRATENSIS"
"1183","JENA.DE POA PRATENSIS"
"1184","JENA.DE POA PRATENSIS"
"1185","JENA.DE POA PRATENSIS"
"1186","JENA.DE POA PRATENSIS"
"1187","JENA.DE POA PRATENSIS"
"1188","JENA.DE POA PRATENSIS"
"1189","JENA.DE POA PRATENSIS"
"1190","JENA.DE POA PRATENSIS"
"1191","JENA.DE POA PRATENSIS"
"1192","JENA.DE POA PRATENSIS"
"1193","JENA.DE POA PRATENSIS"
"1194","JENA.DE POA PRATENSIS"
"1195","JENA.DE POA PRATENSIS"
"1196","JENA.DE POA PRATENSIS"
"1197","JENA.DE POA PRATENSIS"
"1198","JENA.DE POA PRATENSIS"
"1199","JENA.DE POA TRIVIALIS"
"1200","JENA.DE POA TRIVIALIS"
"1201","JENA.DE POA TRIVIALIS"
"1202","JENA.DE POA TRIVIALIS"
"1203","JENA.DE POA TRIVIALIS"
"1204","JENA.DE POA TRIVIALIS"
"1205","JENA.DE POA TRIVIALIS"
"1206","JENA.DE POA TRIVIALIS"
"1207","JENA.DE POA TRIVIALIS"
"1208","JENA.DE POA TRIVIALIS"
"1209","JENA.DE POA TRIVIALIS"
"1210","JENA.DE POA TRIVIALIS"
"1211","JENA.DE POA TRIVIALIS"
"1212","JENA.DE RANUNCULUS REPENS"
"1213","JENA.DE RANUNCULUS REPENS"
"1214","JENA.DE VERONICA CHAMAEDRYS"
"1215","KINY.AU ATRIPLEX SEMIBACCATA"
"1216","KINY.AU ATRIPLEX SEMIBACCATA"
"1217","KINY.AU ATRIPLEX SEMIBACCATA"
"1218","KINY.AU ATRIPLEX SEMIBACCATA"
"1219","KINY.AU MAIREANA ENCHYLAENOIDES"
"1220","KINY.AU MAIREANA ENCHYLAENOIDES"
"1221","KINY.AU MAIREANA ENCHYLAENOIDES"
"1222","KINY.AU MAIREANA ENCHYLAENOIDES"
"1223","KINY.AU MAIREANA HUMILLIMA"
"1224","KINY.AU MAIREANA HUMILLIMA"
"1225","KINY.AU MAIREANA HUMILLIMA"
"1226","KINY.AU MAIREANA HUMILLIMA"
"1227","KINY.AU MAIREANA HUMILLIMA"
"1228","KINY.AU SONCHUS OLERACEUS"
"1229","KINY.AU SONCHUS OLERACEUS"
"1230","KINY.AU SONCHUS OLERACEUS"
"1231","KINY.AU SONCHUS OLERACEUS"
"1232","KINY.AU SONCHUS OLERACEUS"
"1233","KINY.AU SONCHUS OLERACEUS"
"1234","KINY.AU SWAINSONA PROCUMBENS"
"1235","KINY.AU TRIFOLIUM ARVENSE"
"1236","KINY.AU AVENA BARBATA"
"1237","KINY.AU AVENA BARBATA"
"1238","KINY.AU AVENA BARBATA"
"1239","KINY.AU AVENA BARBATA"
"1240","KINY.AU AVENA BARBATA"
"1241","KINY.AU AVENA BARBATA"
"1242","KINY.AU AVENA BARBATA"
"1243","KINY.AU AVENA BARBATA"
"1244","KINY.AU AVENA BARBATA"
"1245","KINY.AU AVENA BARBATA"
"1246","KINY.AU AVENA BARBATA"
"1247","KINY.AU AVENA BARBATA"
"1248","KINY.AU AVENA BARBATA"
"1249","KINY.AU AVENA BARBATA"
"1250","KINY.AU AVENA BARBATA"
"1251","KINY.AU AVENA BARBATA"
"1252","KINY.AU AVENA BARBATA"
"1253","KINY.AU AVENA BARBATA"
"1254","KINY.AU AVENA BARBATA"
"1255","KINY.AU AVENA BARBATA"
"1256","KINY.AU AVENA BARBATA"
"1257","KINY.AU AVENA BARBATA"
"1258","KINY.AU AVENA BARBATA"
"1259","KINY.AU LOLIUM PERENNE"
"1260","KINY.AU PANICUM PROLUTUM"
"1261","KINY.AU PANICUM PROLUTUM"
"1262","KINY.AU RYTIDOSPERMA SP."
"1263","KINY.AU RYTIDOSPERMA SP."
"1264","KINY.AU RYTIDOSPERMA SP."
"1265","KINY.AU RYTIDOSPERMA SP."
"1266","KINY.AU RYTIDOSPERMA SP."
"1267","KINY.AU RYTIDOSPERMA SP."
"1268","KINY.AU RYTIDOSPERMA SP."
"1269","KINY.AU RYTIDOSPERMA SP."
"1270","KINY.AU RYTIDOSPERMA SP."
"1271","KINY.AU RYTIDOSPERMA SP."
"1272","KINY.AU RYTIDOSPERMA SP."
"1273","KINY.AU RYTIDOSPERMA SP."
"1274","KINY.AU RYTIDOSPERMA SP."
"1275","KINY.AU RYTIDOSPERMA SP."
"1276","KINY.AU RYTIDOSPERMA SP."
"1277","KINY.AU RYTIDOSPERMA SP."
"1278","KINY.AU RYTIDOSPERMA SP."
"1279","KINY.AU RYTIDOSPERMA SP."
"1280","KINY.AU RYTIDOSPERMA SP."
"1281","KINY.AU RYTIDOSPERMA SP."
"1282","KINY.AU RYTIDOSPERMA SP."
"1283","KINY.AU STIPA SP."
"1284","KINY.AU STIPA SP."
"1285","KINY.AU STIPA SP."
"1286","KINY.AU STIPA SP."
"1287","KINY.AU STIPA SP."
"1288","KINY.AU STIPA SP."
"1289","KINY.AU STIPA SP."
"1290","KINY.AU STIPA SP."
"1291","KINY.AU STIPA SP."
"1292","KINY.AU STIPA SP."
"1293","KINY.AU STIPA SP."
"1294","KINY.AU STIPA SP."
"1295","KINY.AU STIPA SP."
"1296","KINY.AU STIPA SP."
"1297","KONZ.US APOCYNUM CANNABINUM"
"1298","KONZ.US SOLIDAGO MISSOURIENSIS"
"1299","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1300","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1301","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1302","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1303","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1304","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1305","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1306","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1307","KONZ.US SYMPHYOTRICHUM ERICOIDES"
"1308","KONZ.US SYMPHYOTRICHUM OBLONGIFOLIUM"
"1309","KONZ.US SYMPHYOTRICHUM OBLONGIFOLIUM"
"1310","KONZ.US SYMPHYOTRICHUM OBLONGIFOLIUM"
"1311","KONZ.US SYMPHYOTRICHUM OBLONGIFOLIUM"
"1312","KONZ.US CAREX MEADII"
"1313","KONZ.US CAREX MEADII"
"1314","KONZ.US CAREX MEADII"
"1315","KONZ.US CAREX MEADII"
"1316","KONZ.US ANDROPOGON GERARDII"
"1317","KONZ.US ANDROPOGON GERARDII"
"1318","KONZ.US ANDROPOGON GERARDII"
"1319","KONZ.US ANDROPOGON GERARDII"
"1320","KONZ.US ANDROPOGON GERARDII"
"1321","KONZ.US ANDROPOGON GERARDII"
"1322","KONZ.US ANDROPOGON GERARDII"
"1323","KONZ.US ANDROPOGON GERARDII"
"1324","KONZ.US ANDROPOGON GERARDII"
"1325","KONZ.US ANDROPOGON GERARDII"
"1326","KONZ.US ANDROPOGON GERARDII"
"1327","KONZ.US ANDROPOGON GERARDII"
"1328","KONZ.US ANDROPOGON GERARDII"
"1329","KONZ.US ANDROPOGON GERARDII"
"1330","KONZ.US ANDROPOGON GERARDII"
"1331","KONZ.US ANDROPOGON GERARDII"
"1332","KONZ.US ANDROPOGON GERARDII"
"1333","KONZ.US ANDROPOGON GERARDII"
"1334","KONZ.US ANDROPOGON GERARDII"
"1335","KONZ.US ANDROPOGON GERARDII"
"1336","KONZ.US ANDROPOGON GERARDII"
"1337","KONZ.US ANDROPOGON GERARDII"
"1338","KONZ.US ANDROPOGON GERARDII"
"1339","KONZ.US ANDROPOGON GERARDII"
"1340","KONZ.US ANDROPOGON GERARDII"
"1341","KONZ.US ANDROPOGON GERARDII"
"1342","KONZ.US ANDROPOGON GERARDII"
"1343","KONZ.US ANDROPOGON GERARDII"
"1344","KONZ.US BOUTELOUA CURTIPENDULA"
"1345","KONZ.US BOUTELOUA CURTIPENDULA"
"1346","KONZ.US PANICUM VIRGATUM"
"1347","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1348","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1349","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1350","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1351","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1352","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1353","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1354","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1355","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1356","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1357","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1358","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1359","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1360","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1361","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1362","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1363","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1364","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1365","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1366","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1367","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1368","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1369","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1370","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1371","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1372","KONZ.US SCHIZACHYRIUM SCOPARIUM"
"1373","KONZ.US SORGHASTRUM NUTANS"
"1374","KONZ.US SORGHASTRUM NUTANS"
"1375","KONZ.US SPOROBOLUS COMPOSITUS"
"1376","KONZ.US SPOROBOLUS COMPOSITUS"
"1377","KONZ.US SPOROBOLUS COMPOSITUS"
"1378","KONZ.US SPOROBOLUS COMPOSITUS"
"1379","KONZ.US SPOROBOLUS COMPOSITUS"
"1380","KONZ.US SPOROBOLUS COMPOSITUS"
"1381","KONZ.US SPOROBOLUS HETEROLEPIS"
"1382","KONZ.US SPOROBOLUS HETEROLEPIS"
"1383","KONZ.US SPOROBOLUS HETEROLEPIS"
"1384","KONZ.US SPOROBOLUS HETEROLEPIS"
"1385","LANCASTER.UK CERASTIUM FONTANUM"
"1386","LANCASTER.UK TRIFOLIUM REPENS"
"1387","LANCASTER.UK TRIFOLIUM REPENS"
"1388","LANCASTER.UK TRIFOLIUM REPENS"
"1389","LANCASTER.UK TRIFOLIUM REPENS"
"1390","LANCASTER.UK TRIFOLIUM REPENS"
"1391","LANCASTER.UK TRIFOLIUM REPENS"
"1392","LANCASTER.UK JUNCUS EFFUSUS"
"1393","LANCASTER.UK JUNCUS EFFUSUS"
"1394","LANCASTER.UK JUNCUS EFFUSUS"
"1395","LANCASTER.UK AGROSTIS CAPILLARIS"
"1396","LANCASTER.UK AGROSTIS CAPILLARIS"
"1397","LANCASTER.UK AGROSTIS CAPILLARIS"
"1398","LANCASTER.UK AGROSTIS CAPILLARIS"
"1399","LANCASTER.UK AGROSTIS CAPILLARIS"
"1400","LANCASTER.UK AGROSTIS CAPILLARIS"
"1401","LANCASTER.UK AGROSTIS CAPILLARIS"
"1402","LANCASTER.UK AGROSTIS CAPILLARIS"
"1403","LANCASTER.UK AGROSTIS CAPILLARIS"
"1404","LANCASTER.UK AGROSTIS CAPILLARIS"
"1405","LANCASTER.UK AGROSTIS CAPILLARIS"
"1406","LANCASTER.UK AGROSTIS CAPILLARIS"
"1407","LANCASTER.UK AGROSTIS CAPILLARIS"
"1408","LANCASTER.UK AGROSTIS CAPILLARIS"
"1409","LANCASTER.UK AGROSTIS CAPILLARIS"
"1410","LANCASTER.UK AGROSTIS CAPILLARIS"
"1411","LANCASTER.UK AGROSTIS CAPILLARIS"
"1412","LANCASTER.UK AGROSTIS CAPILLARIS"
"1413","LANCASTER.UK AGROSTIS CAPILLARIS"
"1414","LANCASTER.UK AGROSTIS CAPILLARIS"
"1415","LANCASTER.UK AGROSTIS CAPILLARIS"
"1416","LANCASTER.UK AGROSTIS CAPILLARIS"
"1417","LANCASTER.UK AGROSTIS CAPILLARIS"
"1418","LANCASTER.UK AGROSTIS CAPILLARIS"
"1419","LANCASTER.UK FESTUCA RUBRA"
"1420","LANCASTER.UK HOLCUS LANATUS"
"1421","LANCASTER.UK HOLCUS LANATUS"
"1422","LANCASTER.UK HOLCUS LANATUS"
"1423","LANCASTER.UK HOLCUS LANATUS"
"1424","LANCASTER.UK HOLCUS LANATUS"
"1425","LANCASTER.UK HOLCUS LANATUS"
"1426","LANCASTER.UK HOLCUS LANATUS"
"1427","LANCASTER.UK HOLCUS LANATUS"
"1428","LANCASTER.UK HOLCUS LANATUS"
"1429","LANCASTER.UK HOLCUS LANATUS"
"1430","LANCASTER.UK HOLCUS LANATUS"
"1431","LANCASTER.UK HOLCUS LANATUS"
"1432","LANCASTER.UK HOLCUS LANATUS"
"1433","LANCASTER.UK HOLCUS LANATUS"
"1434","LANCASTER.UK HOLCUS LANATUS"
"1435","LANCASTER.UK HOLCUS LANATUS"
"1436","LANCASTER.UK HOLCUS LANATUS"
"1437","LANCASTER.UK HOLCUS LANATUS"
"1438","LANCASTER.UK HOLCUS LANATUS"
"1439","LANCASTER.UK HOLCUS LANATUS"
"1440","LANCASTER.UK HOLCUS LANATUS"
"1441","LANCASTER.UK HOLCUS LANATUS"
"1442","LANCASTER.UK HOLCUS LANATUS"
"1443","LANCASTER.UK HOLCUS LANATUS"
"1444","LANCASTER.UK HOLCUS LANATUS"
"1445","LANCASTER.UK HOLCUS LANATUS"
"1446","LANCASTER.UK POA PRATENSIS"
"1447","LANCASTER.UK POA PRATENSIS"
"1448","LANCASTER.UK POA PRATENSIS"
"1449","LANCASTER.UK RUMEX ACETOSA"
"1450","LANCASTER.UK RUMEX ACETOSA"
"1451","LANCASTER.UK RANUNCULUS REPENS"
"1452","LANCASTER.UK RANUNCULUS REPENS"
"1453","LANCASTER.UK RANUNCULUS REPENS"
"1454","LANCASTER.UK RANUNCULUS REPENS"
"1455","LANCASTER.UK RANUNCULUS REPENS"
"1456","LANCASTER.UK RANUNCULUS REPENS"
"1457","LANCASTER.UK RANUNCULUS REPENS"
"1458","LANCASTER.UK RANUNCULUS REPENS"
"1459","LANCASTER.UK RANUNCULUS REPENS"
"1460","LANCASTER.UK RANUNCULUS REPENS"
"1461","LANCASTER.UK RANUNCULUS REPENS"
"1462","LANCASTER.UK RANUNCULUS REPENS"
"1463","LOOK.US ANGELICA GENUFLEXA"
"1464","LOOK.US LIGUSTICUM APIIFOLIUM"
"1465","LOOK.US LIGUSTICUM APIIFOLIUM"
"1466","LOOK.US LIGUSTICUM APIIFOLIUM"
"1467","LOOK.US LIGUSTICUM APIIFOLIUM"
"1468","LOOK.US LIGUSTICUM APIIFOLIUM"
"1469","LOOK.US LIGUSTICUM APIIFOLIUM"
"1470","LOOK.US LIGUSTICUM APIIFOLIUM"
"1471","LOOK.US LIGUSTICUM APIIFOLIUM"
"1472","LOOK.US LIGUSTICUM APIIFOLIUM"
"1473","LOOK.US ACHILLEA MILLEFOLIUM"
"1474","LOOK.US ERIGERON ALICEAE"
"1475","LOOK.US ERIGERON ALICEAE"
"1476","LOOK.US ERIGERON ALICEAE"
"1477","LOOK.US ERIGERON ALICEAE"
"1478","LOOK.US ERIGERON ALICEAE"
"1479","LOOK.US ERIGERON ALICEAE"
"1480","LOOK.US ERIGERON ALICEAE"
"1481","LOOK.US ERIGERON ALICEAE"
"1482","LOOK.US ERIGERON ALICEAE"
"1483","LOOK.US ERIGERON ALICEAE"
"1484","LOOK.US ERIGERON ALICEAE"
"1485","LOOK.US ERIGERON ALICEAE"
"1486","LOOK.US ERIGERON ALICEAE"
"1487","LOOK.US ERIGERON ALICEAE"
"1488","LOOK.US ERIGERON ALICEAE"
"1489","LOOK.US ERIGERON ALICEAE"
"1490","LOOK.US ERIGERON ALICEAE"
"1491","LOOK.US ERIGERON ALICEAE"
"1492","LOOK.US ERIGERON ALICEAE"
"1493","LOOK.US ERIGERON ALICEAE"
"1494","LOOK.US ERIGERON ALICEAE"
"1495","LOOK.US ERIGERON ALICEAE"
"1496","LOOK.US ERIGERON ALICEAE"
"1497","LOOK.US CAREX HOODII"
"1498","LOOK.US CAREX HOODII"
"1499","LOOK.US CAREX HOODII"
"1500","LOOK.US CAREX HOODII"
"1501","LOOK.US CAREX HOODII"
"1502","LOOK.US CAREX HOODII"
"1503","LOOK.US CAREX HOODII"
"1504","LOOK.US CAREX HOODII"
"1505","LOOK.US CAREX HOODII"
"1506","LOOK.US CAREX HOODII"
"1507","LOOK.US CAREX HOODII"
"1508","LOOK.US CAREX HOODII"
"1509","LOOK.US CAREX HOODII"
"1510","LOOK.US CAREX HOODII"
"1511","LOOK.US CAREX HOODII"
"1512","LOOK.US CAREX HOODII"
"1513","LOOK.US CAREX HOODII"
"1514","LOOK.US CAREX HOODII"
"1515","LOOK.US CAREX HOODII"
"1516","LOOK.US CAREX HOODII"
"1517","LOOK.US CAREX HOODII"
"1518","LOOK.US CAREX HOODII"
"1519","LOOK.US CAREX HOODII"
"1520","LOOK.US CAREX HOODII"
"1521","LOOK.US CAREX HOODII"
"1522","LOOK.US CAREX HOODII"
"1523","LOOK.US LUPINUS LATIFOLIUS"
"1524","LOOK.US ELYMUS GLAUCUS"
"1525","LOOK.US ELYMUS GLAUCUS"
"1526","LOOK.US ELYMUS GLAUCUS"
"1527","LOOK.US ELYMUS GLAUCUS"
"1528","LOOK.US ELYMUS GLAUCUS"
"1529","LOOK.US ELYMUS GLAUCUS"
"1530","LOOK.US ELYMUS GLAUCUS"
"1531","LOOK.US ELYMUS GLAUCUS"
"1532","LOOK.US ELYMUS GLAUCUS"
"1533","LOOK.US ELYMUS GLAUCUS"
"1534","LOOK.US ELYMUS GLAUCUS"
"1535","LOOK.US ELYMUS GLAUCUS"
"1536","LOOK.US ELYMUS GLAUCUS"
"1537","LOOK.US ELYMUS GLAUCUS"
"1538","LOOK.US ELYMUS GLAUCUS"
"1539","LOOK.US ELYMUS GLAUCUS"
"1540","LOOK.US ELYMUS GLAUCUS"
"1541","LOOK.US ELYMUS GLAUCUS"
"1542","LOOK.US ELYMUS GLAUCUS"
"1543","LOOK.US ELYMUS GLAUCUS"
"1544","LOOK.US ELYMUS GLAUCUS"
"1545","LOOK.US STIPA OCCIDENTALIS"
"1546","LOOK.US POLYGONUM DOUGLASII"
"1547","LOOK.US POLYGONUM DOUGLASII"
"1548","LOOK.US POLYGONUM MINIMUM"
"1549","LOOK.US POLYGONUM MINIMUM"
"1550","LOOK.US RUMEX ACETOSELLA"
"1551","LOOK.US DELPHINIUM MENZIESII"
"1552","LOOK.US DELPHINIUM MENZIESII"
"1553","MCLA.US CENTAUREA MELITENSIS"
"1554","MCLA.US HEMIZONIA CONGESTA"
"1555","MCLA.US LACTUCA SERRIOLA"
"1556","MCLA.US LACTUCA SERRIOLA"
"1557","MCLA.US LACTUCA SERRIOLA"
"1558","MCLA.US LACTUCA SERRIOLA"
"1559","MCLA.US EUPHORBIA SPATHULATA"
"1560","MCLA.US EUPHORBIA SPATHULATA"
"1561","MCLA.US EUPHORBIA SPATHULATA"
"1562","MCLA.US EUPHORBIA SPATHULATA"
"1563","MCLA.US EUPHORBIA SPATHULATA"
"1564","MCLA.US EUPHORBIA SPATHULATA"
"1565","MCLA.US TRIFOLIUM FUCATUM"
"1566","MCLA.US TRIFOLIUM FUCATUM"
"1567","MCLA.US TRIFOLIUM FUCATUM"
"1568","MCLA.US TRIFOLIUM FUCATUM"
"1569","MCLA.US TRIFOLIUM HIRTUM"
"1570","MCLA.US TRIFOLIUM HIRTUM"
"1571","MCLA.US GERANIUM DISSECTUM"
"1572","MCLA.US GERANIUM DISSECTUM"
"1573","MCLA.US GERANIUM DISSECTUM"
"1574","MCLA.US GERANIUM DISSECTUM"
"1575","MCLA.US AVENA FATUA"
"1576","MCLA.US AVENA FATUA"
"1577","MCLA.US AVENA FATUA"
"1578","MCLA.US AVENA FATUA"
"1579","MCLA.US AVENA FATUA"
"1580","MCLA.US AVENA FATUA"
"1581","MCLA.US AVENA FATUA"
"1582","MCLA.US BROMUS HORDEACEUS"
"1583","MCLA.US BROMUS HORDEACEUS"
"1584","MCLA.US BROMUS HORDEACEUS"
"1585","MCLA.US BROMUS HORDEACEUS"
"1586","MCLA.US BROMUS HORDEACEUS"
"1587","MCLA.US BROMUS HORDEACEUS"
"1588","MCLA.US BROMUS HORDEACEUS"
"1589","MCLA.US BROMUS HORDEACEUS"
"1590","MCLA.US BROMUS HORDEACEUS"
"1591","MCLA.US BROMUS HORDEACEUS"
"1592","MCLA.US BROMUS HORDEACEUS"
"1593","MCLA.US BROMUS HORDEACEUS"
"1594","MCLA.US BROMUS HORDEACEUS"
"1595","MCLA.US BROMUS HORDEACEUS"
"1596","MCLA.US BROMUS HORDEACEUS"
"1597","MCLA.US BROMUS HORDEACEUS"
"1598","MCLA.US BROMUS HORDEACEUS"
"1599","MCLA.US BROMUS HORDEACEUS"
"1600","MCLA.US BROMUS HORDEACEUS"
"1601","MCLA.US BROMUS HORDEACEUS"
"1602","MCLA.US BROMUS HORDEACEUS"
"1603","MCLA.US BROMUS HORDEACEUS"
"1604","MCLA.US BROMUS HORDEACEUS"
"1605","MCLA.US BROMUS HORDEACEUS"
"1606","MCLA.US BROMUS HORDEACEUS"
"1607","MCLA.US BROMUS HORDEACEUS"
"1608","MCLA.US HORDEUM MURINUM"
"1609","MCLA.US LOLIUM MULTIFLORUM"
"1610","MCLA.US LOLIUM MULTIFLORUM"
"1611","MCLA.US LOLIUM MULTIFLORUM"
"1612","MCLA.US LOLIUM MULTIFLORUM"
"1613","MCLA.US LOLIUM MULTIFLORUM"
"1614","MCLA.US LOLIUM MULTIFLORUM"
"1615","MCLA.US LOLIUM MULTIFLORUM"
"1616","MCLA.US LOLIUM MULTIFLORUM"
"1617","MCLA.US LOLIUM MULTIFLORUM"
"1618","MCLA.US LOLIUM MULTIFLORUM"
"1619","MCLA.US LOLIUM MULTIFLORUM"
"1620","MCLA.US LOLIUM MULTIFLORUM"
"1621","MCLA.US LOLIUM MULTIFLORUM"
"1622","MCLA.US LOLIUM MULTIFLORUM"
"1623","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1624","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1625","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1626","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1627","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1628","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1629","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1630","MCLA.US TAENIATHERUM CAPUT-MEDUSAE"
"1631","MCLA.US VULPIA MYUROS"
"1632","MCLA.US VULPIA MYUROS"
"1633","MCLA.US VULPIA MYUROS"
"1634","MCLA.US VULPIA MYUROS"
"1635","MCLA.US VULPIA MYUROS"
"1636","MCLA.US VULPIA MYUROS"
"1637","MCLA.US VULPIA MYUROS"
"1638","MCLA.US VULPIA MYUROS"
"1639","MCLA.US VULPIA MYUROS"
"1640","MCLA.US VULPIA MYUROS"
"1641","MCLA.US VULPIA MYUROS"
